event,date,fight,actual_winner,method,mma_guru_pick,mma_guru_correct,mma_joey_pick,mma_joey_correct
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Ian Machado Garry vs Belal Muhammad,Ian Machado Garry,DEC,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Volkan Oezdemir vs Alonzo Menifield,Volkan Oezdemir,KO/TKO,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Myktybek Orolbai vs Jack Hermansson,Myktybek Orolbai,KO/TKO,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Waldo Cortes Acosta vs Shamil Gaziev,Waldo Cortes Acosta,KO/TKO,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Kyoji Horiguchi vs Tagir Ulanbekov,Kyoji Horiguchi,SUB,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Luke Riley vs Bogdan Grad,Luke Riley,KO/TKO,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Nicolas Dalby vs Saygid Izagakhmaev,Nicolas Dalby,DEC,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Asu Almabayev vs Alex Perez,Asu Almabayev,SUB,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Abdul Rakhman Yakhyaev vs Rafael Cerqueira,Abdul Rakhman Yakhyaev,SUB,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Aleksandre Topuria vs Bekzat Almakhan,Aleksandre Topuria,DEC,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Ismail Naurdiev vs Ryan Loder,Ismail Naurdiev,KO/TKO,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Nurullo Aliev vs Shem Rock,Nurullo Aliev,DEC,—,,—,
UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,Denzel Freeman vs Marek Bujlo,Denzel Freeman,DEC,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Islam Makhachev vs Jack Della Maddalena,Islam Makhachev,DEC,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Valentina Shevchenko vs Zhang Weili,Valentina Shevchenko,DEC,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Michael Morales vs Sean Brady,Michael Morales,KO/TKO,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Carlos Prates vs Leon Edwards,Carlos Prates,KO/TKO,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Benoit Saint Denis vs Beneil Dariush,Benoit Saint Denis,KO/TKO,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Bo Nickal vs Rodolfo Vieira,Bo Nickal,KO/TKO,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Gregory Rodrigues vs Roman Kopylov,Gregory Rodrigues,DEC,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Erin Blanchfield vs Tracy Cortez,Erin Blanchfield,SUB,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Ethyn Ewing vs Malcolm Wellmaker,Ethyn Ewing,DEC,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Kyle Daukaus vs Gerald Meerschaert,Kyle Daukaus,SUB,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Pat Sabatini vs Chepe Mariscal,Pat Sabatini,DEC,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Fatima Kline vs Angela Hill,Fatima Kline,DEC,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Baisangur Susurkaev vs Eric McConico,Baisangur Susurkaev,KO/TKO,—,,—,
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Matheus Camilo vs Viacheslav Borshchev,Matheus Camilo,DEC,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Gabriel Bonfim vs Randy Brown,Gabriel Bonfim,KO/TKO,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Joseph Morales vs Matt Schnell,Joseph Morales,SUB,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Uros Medic vs Muslim Salikhov,Uros Medic,KO/TKO,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Chris Padilla vs Ismael Bonfim,Chris Padilla,KO/TKO,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Christian Leroy Duncan vs Marco Tulio,Christian Leroy Duncan,KO/TKO,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Jamall Emmers vs Hyder Amil,Jamall Emmers,DEC,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Raoni Barcelos vs Ricky Simon,Raoni Barcelos,DEC,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Jacqueline Cavalcanti vs Mayra Bueno Silva,Jacqueline Cavalcanti,DEC,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Josh Hokit vs Max Gimenis,Josh Hokit,KO/TKO,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Denise Gomes vs Tecia Pennington,Denise Gomes,DEC,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Daniel Marcos vs Miles Johns,Daniel Marcos,SUB,—,,—,
UFC Fight Night: Bonfim vs. Brown,2025-11-08,Zach Reese vs Jackson McVey,Zach Reese,SUB,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Steve Garcia vs David Onama,Steve Garcia,KO/TKO,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Waldo Cortes Acosta vs Ante Delija,Waldo Cortes Acosta,KO/TKO,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Jeremiah Wells vs Themba Gorimbo,Jeremiah Wells,DEC,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Yadier del Valle vs Isaac Dulgarian,Yadier del Valle,SUB,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Charles Radtke vs Daniel Frunza,Charles Radtke,SUB,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Allan Nascimento vs Cody Durden,Allan Nascimento,SUB,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Billy Elekana vs Kevin Christian,Billy Elekana,SUB,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Timmy Cuamba vs ChangHo Lee,Timmy Cuamba,DEC,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Donte Johnson vs Sedriques Dumas,Donte Johnson,SUB,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Norma Dumont vs Ketlen Vieira,Norma Dumont,DEC,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Alice Ardelean vs Montserrat Conejo Ruiz,Alice Ardelean,DEC,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Seokhyeon Ko vs Phil Rowe,Seokhyeon Ko,DEC,—,,—,
UFC Fight Night: Garcia vs. Onama,2025-11-01,Talita Alencar vs Ariane Carnelossi,Talita Alencar,SUB,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Tom Aspinall vs Ciryl Gane,,NC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Mackenzie Dern vs Virna Jandiroba,Mackenzie Dern,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Umar Nurmagomedov vs Mario Bautista,Umar Nurmagomedov,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Alexander Volkov vs Jailton Almeida,Alexander Volkov,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Azamat Murzakanov vs Aleksandar Rakic,Azamat Murzakanov,KO/TKO,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Quillan Salkilld vs Nasrat Haqparast,Quillan Salkilld,KO/TKO,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Ikram Aliskerov vs JunYong Park,Ikram Aliskerov,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Ludovit Klein vs Mateusz Rebecki,Ludovit Klein,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Valter Walker vs Louie Sutherland,Valter Walker,SUB,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Nathaniel Wood vs Jose Delgado,Nathaniel Wood,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Hamdy Abdelwahab vs Chris Barnett,Hamdy Abdelwahab,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Mitch Raposo vs Azat Maksum,Mitch Raposo,DEC,—,,—,
UFC 321: Aspinall vs. Gane,2025-10-25,Mizuki vs Jaqueline Amorim,Mizuki,DEC,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Brendan Allen vs Reinier de Ridder,Brendan Allen,KO/TKO,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Mike Malott vs Kevin Holland,Mike Malott,DEC,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Aiemann Zahabi vs Marlon Vera,Aiemann Zahabi,DEC,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Manon Fiorot vs Jasmine Jasudavicius,Manon Fiorot,KO/TKO,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Charles Jourdain vs Davey Grant,Charles Jourdain,SUB,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Kyle Nelson vs Matt Frevola,Kyle Nelson,DEC,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Drew Dober vs Kyle Prepolec,Drew Dober,KO/TKO,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Aoriqileng vs Cody Gibson,Aoriqileng,KO/TKO,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Bruno Silva vs HyunSung Park,Bruno Silva,SUB,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Djorden Santos vs Danny Barlow,Djorden Santos,DEC,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Stephanie Luciano vs Ravena Oliveira,Stephanie Luciano,SUB,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Yousri Belgaroui vs Azamat Bekoev,Yousri Belgaroui,KO/TKO,—,,—,
UFC Fight Night: De Ridder vs. Allen,2025-10-18,Melissa Croden vs Tainara Lisboa,Melissa Croden,KO/TKO,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Charles Oliveira vs Mateusz Gamrot,Charles Oliveira,SUB,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Deiveson Figueiredo vs Montel Jackson,Deiveson Figueiredo,DEC,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Joel Alvarez vs Vicente Luque,Joel Alvarez,DEC,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Mario Pinto vs Jhonata Diniz,Mario Pinto,KO/TKO,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Kaan Ofli vs Ricardo Ramos,Kaan Ofli,SUB,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Michael Aswell Jr. vs Lucas Almeida,Michael Aswell Jr.,KO/TKO,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Jafel Filho vs Clayton Carpenter,Jafel Filho,SUB,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Vitor Petrino vs Thomas Petersen,Vitor Petrino,KO/TKO,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Bia Mesquita vs Irina Alekseeva,Bia Mesquita,SUB,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Lucas Rocha vs Stewart Nicoll,Lucas Rocha,DEC,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Julia Polastri vs Karolina Kowalkiewicz,Julia Polastri,KO/TKO,—,,—,
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,Luan Lacerda vs Saimon Oliveira,Luan Lacerda,SUB,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Alex Pereira vs Magomed Ankalaev,Alex Pereira,KO/TKO,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Merab Dvalishvili vs Cory Sandhagen,Merab Dvalishvili,DEC,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Jiri Prochazka vs Khalil Rountree Jr.,Jiri Prochazka,KO/TKO,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Youssef Zalal vs Josh Emmett,Youssef Zalal,SUB,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Joe Pyfer vs Abus Magomedov,Joe Pyfer,SUB,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Ateba Gautier vs Tre'ston Vines,Ateba Gautier,KO/TKO,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Daniel Santos vs JooSang Yoo,Daniel Santos,KO/TKO,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Jakub Wiklacz vs Patchy Mix,Jakub Wiklacz,DEC,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Edmen Shahbazyan vs Andre Muniz,Edmen Shahbazyan,KO/TKO,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Punahele Soriano vs Nikolay Veretennikov,Punahele Soriano,DEC,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Yana Santos vs Macy Chiasson,Yana Santos,DEC,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Farid Basharat vs Chris Gutierrez,Farid Basharat,DEC,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Ramiz Brahimaj vs Austin Vanderford,Ramiz Brahimaj,SUB,—,,—,
UFC 320: Ankalaev vs. Pereira 2,2025-10-04,Veronica Hardy vs Brogan Walker,Veronica Hardy,DEC,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Carlos Ulberg vs Dominick Reyes,Carlos Ulberg,KO/TKO,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Jimmy Crute vs Ivan Erslan,Jimmy Crute,SUB,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Jack Jenkins vs Ramon Taveras,Jack Jenkins,DEC,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Neil Magny vs Jake Matthews,Neil Magny,SUB,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Tom Nolan vs Charlie Campbell,Tom Nolan,SUB,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Navajo Stirling vs Rodolfo Bellato,Navajo Stirling,DEC,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Cam Rowston vs Andre Petroski,Cam Rowston,KO/TKO,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Jamie Mullarkey vs Rolando Bedoya,Jamie Mullarkey,DEC,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Colby Thicknesse vs Josias Musasa,Colby Thicknesse,DEC,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Michelle Montague vs Luana Carolina,Michelle Montague,DEC,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Brando Pericic vs Elisha Ellison,Brando Pericic,KO/TKO,—,,—,
UFC Fight Night: Ulberg vs. Reyes,2025-09-27,Alexia Thainara vs Loma Lookboonmee,Alexia Thainara,DEC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Diego Lopes vs Jean Silva,Diego Lopes,KO/TKO,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,David Martinez vs Rob Font,David Martinez,DEC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Rafa Garcia vs Jared Gordon,Rafa Garcia,KO/TKO,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Kelvin Gastelum vs Dustin Stoltzfus,Kelvin Gastelum,DEC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Alexander Hernandez vs Diego Ferreira,Alexander Hernandez,KO/TKO,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Santiago Luna vs Quang Le,Santiago Luna,KO/TKO,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Dusko Todorovic vs Jose Daniel Medina,Dusko Todorovic,SUB,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Joaquim Silva vs Claudio Puelles,Joaquim Silva,DEC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Tatiana Suarez vs Amanda Lemos,Tatiana Suarez,DEC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Jesus Aguilar vs Luis Gurule,Jesus Aguilar,DEC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Zach Reese vs Sedriques Dumas,,NC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Alden Coria vs Alessandro Costa,Alden Coria,KO/TKO,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Montse Rendon vs Alice Pereira,Montse Rendon,DEC,—,,—,
UFC Fight Night: Lopes vs. Silva,2025-09-13,Daniil Donchenko vs Rodrigo Sezinando,Daniil Donchenko,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Nassourdine Imavov vs Caio Borralho,Nassourdine Imavov,DEC,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Benoit Saint Denis vs Mauricio Ruffy,Benoit Saint Denis,SUB,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Modestas Bukauskas vs Paul Craig,Modestas Bukauskas,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Mason Jones vs Bolaji Oki,Mason Jones,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Axel Sola vs Rhys McKee,Axel Sola,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,William Gomis vs Robert Ruchala,William Gomis,DEC,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Oumar Sy vs Brendson Ribeiro,Oumar Sy,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Ante Delija vs Marcin Tybura,Ante Delija,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Kaue Fernandes vs Harry Hardwick,Kaue Fernandes,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Sam Patterson vs Trey Waters,Sam Patterson,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Robert Bryczek vs Brad Tavares,Robert Bryczek,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Rinat Fakhretdinov vs Andreas Gustafsson,Rinat Fakhretdinov,KO/TKO,—,,—,
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Sam Hughes vs Shauna Bannon,Sam Hughes,SUB,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Johnny Walker vs Zhang Mingyang,Johnny Walker,KO/TKO,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Aljamain Sterling vs Brian Ortega,Aljamain Sterling,DEC,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Sergei Pavlovich vs Waldo Cortes Acosta,Sergei Pavlovich,DEC,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Sumudaerji vs Kevin Borjas,Sumudaerji,DEC,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Taiyilake Nueraji vs Kiefer Crosbie,Taiyilake Nueraji,KO/TKO,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Gauge Young vs Maheshate,Gauge Young,DEC,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Charles Johnson vs Lone'er Kavanagh,Charles Johnson,KO/TKO,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Rongzhu vs Austin Hubbard,Rongzhu,DEC,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Kyle Daukaus vs Michel Pereira,Kyle Daukaus,KO/TKO,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Yizha vs Westin Wilson,Yizha,KO/TKO,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,SuYoung You vs Xiao Long,SuYoung You,DEC,—,,—,
UFC Fight Night: Walker vs. Zhang,2025-08-23,Uran Satybaldiev vs Diyar Nurgozhay,Uran Satybaldiev,SUB,—,,—,
UFC - Road to UFC 4.6,2025-08-22,Bruna Brasil vs Shi Ming,Bruna Brasil,DEC,—,,—,
UFC - Road to UFC 4.6,2025-08-22,Nyamjargal Tumendemberel vs Terrance Saeteurn,Nyamjargal Tumendemberel,SUB,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Khamzat Chimaev vs Dricus Du Plessis,Khamzat Chimaev,DEC,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Lerone Murphy vs Aaron Pico,Lerone Murphy,KO/TKO,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Carlos Prates vs Geoff Neal,Carlos Prates,KO/TKO,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Michael Page vs Jared Cannonier,Michael Page,DEC,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Tim Elliott vs Kai Asakura,Tim Elliott,SUB,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Baisangur Susurkaev vs Eric Nolan,Baisangur Susurkaev,SUB,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Michal Oleksiejczuk vs Gerald Meerschaert,Michal Oleksiejczuk,KO/TKO,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Loopy Godinez vs Jessica Andrade,Loopy Godinez,DEC,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Alexander Hernandez vs Chase Hooper,Alexander Hernandez,KO/TKO,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Drakkar Klose vs Edson Barboza,Drakkar Klose,DEC,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Karine Silva vs Dione Barbosa,Karine Silva,DEC,—,,—,
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Joseph Morales vs Alibi Idiris,Joseph Morales,SUB,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Anthony Hernandez vs Roman Dolidze,Anthony Hernandez,SUB,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Steve Erceg vs Ode Osbourne,Steve Erceg,DEC,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Iasmin Lucindo vs Angela Hill,Iasmin Lucindo,DEC,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Andre Fili vs Christian Rodriguez,Andre Fili,DEC,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Jean Matsumoto vs Miles Johns,Jean Matsumoto,DEC,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Christian Leroy Duncan vs Eryk Anders,Christian Leroy Duncan,KO/TKO,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Julius Walker vs Rafael Cerqueira,Julius Walker,DEC,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Elijah Smith vs Toshiomi Kazama,Elijah Smith,KO/TKO,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Joselyne Edwards vs Priscila Cachoeira,Joselyne Edwards,KO/TKO,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Uros Medic vs Gilbert Urbina,Uros Medic,KO/TKO,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Gabriella Fernandes vs Julija Stoliarenko,Gabriella Fernandes,DEC,—,,—,
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Eric McConico vs Cody Brundage,Eric McConico,DEC,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Tatsuro Taira vs HyunSung Park,Tatsuro Taira,SUB,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Chris Duncan vs Mateusz Rebecki,Chris Duncan,DEC,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Esteban Ribovics vs Elves Brener,Esteban Ribovics,DEC,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Karol Rosa vs Nora Cornolle,Karol Rosa,DEC,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Neil Magny vs Elizeu Zaleski dos Santos,Neil Magny,KO/TKO,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Kevin Vallejos vs Danny Silva,Kevin Vallejos,DEC,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Rinya Nakamura vs Nathan Fletcher,Rinya Nakamura,KO/TKO,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Rodolfo Vieira vs Tresean Gore,Rodolfo Vieira,DEC,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Andrey Pulyaev vs Nick Klein,Andrey Pulyaev,KO/TKO,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Austin Bashi vs John Yannis,Austin Bashi,SUB,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Rafael Estevam vs Felipe Bunes,Rafael Estevam,DEC,—,,—,
UFC Fight Night: Taira vs. Park,2025-08-02,Piera Rodriguez vs Ketlen Souza,Piera Rodriguez,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Reinier de Ridder vs Robert Whittaker,Reinier de Ridder,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Petr Yan vs Marcus McGhee,Petr Yan,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Shara Magomedov vs Marc-Andre Barriault,Shara Magomedov,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Asu Almabayev vs Jose Ochoa,Asu Almabayev,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Bogdan Guskov vs Nikita Krylov,Bogdan Guskov,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Bryce Mitchell vs Said Nurmagomedov,Bryce Mitchell,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Muslim Salikhov vs Carlos Leal,Muslim Salikhov,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Davey Grant vs Da'Mon Blackshear,Davey Grant,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Tabatha Ricci vs Amanda Ribas,Tabatha Ricci,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Billy Elekana vs Ibo Aslan,Billy Elekana,DEC,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Steven Nguyen vs Mohammad Yahya,Steven Nguyen,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Martin Buday vs Marcus Buchecha,Martin Buday,DEC,—,,—,
